protocol,query,ip,long,lat,distance,windfarm,farm_country,farm_long,farm_lat
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",213.149.65.129,11.5755,48.1374,708.1337857629286,Eneco Luchterduinen,Netherlands,52.403,4.165
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",213.149.65.129,11.5755,48.1374,700.3808590970838,Windpark Fryslân,Netherlands,53.0,5.26
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",213.149.65.129,11.5755,48.1374,662.8745932954694,Westermeerdijk buitendijks,Netherlands,52.72,5.58
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",91.64.160.253,13.0818,54.3091,134.96991167382222,Lillgrund,Sweden,55.509,12.763
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",91.64.160.253,13.0818,54.3091,80.67741163217904,Kriegers Flak,Denmark,55.03,12.94
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",91.64.160.253,13.0818,54.3091,134.96991167382222,Lillgrund,Sweden,55.509,12.763
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",46.16.217.214,13.4105,52.5244,334.5540187499187,Lillgrund,Sweden,55.509,12.763
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",46.16.217.214,13.4105,52.5244,280.3186097015516,Kriegers Flak,Denmark,55.03,12.94
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",46.16.217.214,13.4105,52.5244,334.5540187499187,Lillgrund,Sweden,55.509,12.763
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.83.1.83,8.609,49.4731,450.5098763355706,Eneco Luchterduinen,Netherlands,52.403,4.165
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.83.1.83,8.609,49.4731,418.3498790575335,Westermeerdijk buitendijks,Netherlands,52.72,5.58
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.83.1.83,8.609,49.4731,456.1318190826512,Windpark Fryslân,Netherlands,53.0,5.26
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.84.16.65,9.7332,52.3705,262.81324142808256,Meerwind Ost,Germany,54.402,7.707
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.84.16.65,9.7332,52.3705,271.4287342461522,Kaskasi,Germany,54.49,7.7
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.84.16.65,9.7332,52.3705,262.81324142808256,Meerwind Süd,Germany,54.402,7.707
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",79.232.101.75,11.6271,49.1621,635.9702692490551,Eneco Luchterduinen,Netherlands,52.403,4.165
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",79.232.101.75,11.6271,49.1621,579.3223624004997,Westermeerdijk buitendijks,Netherlands,52.72,5.58
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",79.232.101.75,11.6271,49.1621,615.9598631766634,Windpark Fryslân,Netherlands,53.0,5.26
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",91.46.21.64,11.9105,49.0372,603.7134280561801,Westermeerdijk buitendijks,Netherlands,52.72,5.58
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",91.46.21.64,11.9105,49.0372,640.2714462859925,Windpark Fryslân,Netherlands,53.0,5.26
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",91.46.21.64,11.9105,49.0372,660.7971782216133,Eneco Luchterduinen,Netherlands,52.403,4.165
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.81.58.163,6.95,50.9333,252.15236324238407,Eneco Luchterduinen,Netherlands,52.403,4.165
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.81.58.163,6.95,50.9333,257.3077436773696,Windpark Fryslân,Netherlands,53.0,5.26
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.81.58.163,6.95,50.9333,219.84221024009935,Westermeerdijk buitendijks,Netherlands,52.72,5.58
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.85.204.72,7.0167,50.7333,270.7370663171976,Eneco Luchterduinen,Netherlands,52.403,4.165
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.85.204.72,7.0167,50.7333,279.3997793363481,Windpark Fryslân,Netherlands,53.0,5.26
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.85.204.72,7.0167,50.7333,242.04880430362923,Westermeerdijk buitendijks,Netherlands,52.72,5.58
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.82.126.220,12.3713,51.3396,462.368894890697,Meerwind Ost,Germany,54.402,7.707
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.82.126.220,12.3713,51.3396,412.09639485357434,Kriegers Flak,Denmark,55.03,12.94
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.82.126.220,12.3713,51.3396,462.368894890697,Meerwind Süd,Germany,54.402,7.707
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.81.62.26,6.95,50.9333,252.15236324238407,Eneco Luchterduinen,Netherlands,52.403,4.165
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.81.62.26,6.95,50.9333,257.3077436773696,Windpark Fryslân,Netherlands,53.0,5.26
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.81.62.26,6.95,50.9333,219.84221024009935,Westermeerdijk buitendijks,Netherlands,52.72,5.58
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.80.61.250,13.4105,52.5244,334.5540187499187,Lillgrund,Sweden,55.509,12.763
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.80.61.250,13.4105,52.5244,280.3186097015516,Kriegers Flak,Denmark,55.03,12.94
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.80.61.250,13.4105,52.5244,334.5540187499187,Lillgrund,Sweden,55.509,12.763
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.80.108.224,13.4105,52.5244,334.5540187499187,Lillgrund,Sweden,55.509,12.763
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.80.108.224,13.4105,52.5244,280.3186097015516,Kriegers Flak,Denmark,55.03,12.94
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.80.108.224,13.4105,52.5244,334.5540187499187,Lillgrund,Sweden,55.509,12.763
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.85.197.19,8.2493,50.0826,383.82522121239975,Eneco Luchterduinen,Netherlands,52.403,4.165
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.85.197.19,8.2493,50.0826,384.59762388500866,Windpark Fryslân,Netherlands,53.0,5.26
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.85.197.19,8.2493,50.0826,346.7774376360651,Westermeerdijk buitendijks,Netherlands,52.72,5.58
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.83.94.134,9.177,48.7823,535.7123112385127,Eneco Luchterduinen,Netherlands,52.403,4.165
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.83.94.134,9.177,48.7823,505.57036265133337,Westermeerdijk buitendijks,Netherlands,52.72,5.58
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.83.94.134,9.177,48.7823,538.9824499783297,Thorntonbank Part 2,Belgium,51.56,2.97
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.80.90.46,13.4105,52.5244,334.5540187499187,Lillgrund,Sweden,55.509,12.763
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.80.90.46,13.4105,52.5244,280.3186097015516,Kriegers Flak,Denmark,55.03,12.94
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.80.90.46,13.4105,52.5244,334.5540187499187,Lillgrund,Sweden,55.509,12.763
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",91.64.158.188,13.0818,54.3091,134.96991167382222,Lillgrund,Sweden,55.509,12.763
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",91.64.158.188,13.0818,54.3091,80.67741163217904,Kriegers Flak,Denmark,55.03,12.94
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",91.64.158.188,13.0818,54.3091,134.96991167382222,Lillgrund,Sweden,55.509,12.763
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.84.98.122,9.7332,52.3705,262.81324142808256,Meerwind Ost,Germany,54.402,7.707
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.84.98.122,9.7332,52.3705,271.4287342461522,Kaskasi,Germany,54.49,7.7
siemens,"org~""Siemens"" and service=siemens and port=102 and country=DE and last_seen>2024-07-24",37.84.98.122,9.7332,52.3705,262.81324142808256,Meerwind Süd,Germany,54.402,7.707
siemens,"org~""GE"" and service=siemens and port=102 and country=GB and last_seen>2024-07-24",185.241.156.209,-0.9856,50.8567,158.38273744297118,Kentish Flats 2,United Kingdom,51.45,1.079
siemens,"org~""GE"" and service=siemens and port=102 and country=GB and last_seen>2024-07-24",185.241.156.209,-0.9856,50.8567,178.9977081984498,Gunfleet Sands 1,United Kingdom,51.737,1.17
siemens,"org~""GE"" and service=siemens and port=102 and country=GB and last_seen>2024-07-24",185.241.156.209,-0.9856,50.8567,178.0139672151942,Gunfleet Sands 3 Demonstration,United Kingdom,51.7,1.19
siemens,"org~""GE"" and service=siemens and port=102 and country=GB and last_seen>2024-07-24",109.235.55.31,-0.1257,51.5085,92.98452421524962,Gunfleet Sands 2,United Kingdom,51.737,1.17
siemens,"org~""GE"" and service=siemens and port=102 and country=GB and last_seen>2024-07-24",109.235.55.31,-0.1257,51.5085,92.98452421524962,Gunfleet Sands 1,United Kingdom,51.737,1.17
siemens,"org~""GE"" and service=siemens and port=102 and country=GB and last_seen>2024-07-24",109.235.55.31,-0.1257,51.5085,83.68022841701932,Kentish Flats 2,United Kingdom,51.45,1.079
siemens,"org~""GE"" and service=siemens and port=102 and country=GB and last_seen>2024-07-24",109.235.54.207,-0.1257,51.5085,92.98452421524962,Gunfleet Sands 2,United Kingdom,51.737,1.17
siemens,"org~""GE"" and service=siemens and port=102 and country=GB and last_seen>2024-07-24",109.235.54.207,-0.1257,51.5085,92.98452421524962,Gunfleet Sands 1,United Kingdom,51.737,1.17
siemens,"org~""GE"" and service=siemens and port=102 and country=GB and last_seen>2024-07-24",109.235.54.207,-0.1257,51.5085,83.68022841701932,Kentish Flats 2,United Kingdom,51.45,1.079
siemens,"org~""GE"" and service=siemens and port=102 and country=GB and last_seen>2024-07-24",109.235.55.34,-0.1257,51.5085,92.98452421524962,Gunfleet Sands 2,United Kingdom,51.737,1.17
siemens,"org~""GE"" and service=siemens and port=102 and country=GB and last_seen>2024-07-24",109.235.55.34,-0.1257,51.5085,92.98452421524962,Gunfleet Sands 1,United Kingdom,51.737,1.17
siemens,"org~""GE"" and service=siemens and port=102 and country=GB and last_seen>2024-07-24",109.235.55.34,-0.1257,51.5085,83.68022841701932,Kentish Flats 2,United Kingdom,51.45,1.079
siemens,"org~""GE"" and service=siemens and port=102 and country=GB and last_seen>2024-07-24",185.241.156.206,-0.9856,50.8567,158.38273744297118,Kentish Flats 2,United Kingdom,51.45,1.079
siemens,"org~""GE"" and service=siemens and port=102 and country=GB and last_seen>2024-07-24",185.241.156.206,-0.9856,50.8567,178.9977081984498,Gunfleet Sands 1,United Kingdom,51.737,1.17
siemens,"org~""GE"" and service=siemens and port=102 and country=GB and last_seen>2024-07-24",185.241.156.206,-0.9856,50.8567,178.0139672151942,Gunfleet Sands 3 Demonstration,United Kingdom,51.7,1.19
siemens,"org~""GE"" and service=siemens and port=102 and country=GB and last_seen>2024-07-24",109.235.54.204,-0.1257,51.5085,92.98452421524962,Gunfleet Sands 2,United Kingdom,51.737,1.17
siemens,"org~""GE"" and service=siemens and port=102 and country=GB and last_seen>2024-07-24",109.235.54.204,-0.1257,51.5085,92.98452421524962,Gunfleet Sands 1,United Kingdom,51.737,1.17
siemens,"org~""GE"" and service=siemens and port=102 and country=GB and last_seen>2024-07-24",109.235.54.204,-0.1257,51.5085,83.68022841701932,Kentish Flats 2,United Kingdom,51.45,1.079
modbus,"org~""GE"" and service=modbus and port=502 and country=GB and last_seen>2024-07-24",109.235.55.34,-0.1257,51.5085,92.98452421524962,Gunfleet Sands 2,United Kingdom,51.737,1.17
modbus,"org~""GE"" and service=modbus and port=502 and country=GB and last_seen>2024-07-24",109.235.55.34,-0.1257,51.5085,92.98452421524962,Gunfleet Sands 1,United Kingdom,51.737,1.17
modbus,"org~""GE"" and service=modbus and port=502 and country=GB and last_seen>2024-07-24",109.235.55.34,-0.1257,51.5085,83.68022841701932,Kentish Flats 2,United Kingdom,51.45,1.079
modbus,"org~""GE"" and service=modbus and port=502 and country=GB and last_seen>2024-07-24",109.235.55.32,-0.1257,51.5085,92.98452421524962,Gunfleet Sands 2,United Kingdom,51.737,1.17
modbus,"org~""GE"" and service=modbus and port=502 and country=GB and last_seen>2024-07-24",109.235.55.32,-0.1257,51.5085,92.98452421524962,Gunfleet Sands 1,United Kingdom,51.737,1.17
modbus,"org~""GE"" and service=modbus and port=502 and country=GB and last_seen>2024-07-24",109.235.55.32,-0.1257,51.5085,83.68022841701932,Kentish Flats 2,United Kingdom,51.45,1.079
modbus,"org~""GE"" and service=modbus and port=502 and country=GB and last_seen>2024-07-24",185.241.159.179,-0.9856,50.8567,158.38273744297118,Kentish Flats 2,United Kingdom,51.45,1.079
modbus,"org~""GE"" and service=modbus and port=502 and country=GB and last_seen>2024-07-24",185.241.159.179,-0.9856,50.8567,178.9977081984498,Gunfleet Sands 1,United Kingdom,51.737,1.17
modbus,"org~""GE"" and service=modbus and port=502 and country=GB and last_seen>2024-07-24",185.241.159.179,-0.9856,50.8567,178.0139672151942,Gunfleet Sands 3 Demonstration,United Kingdom,51.7,1.19
modbus,"org~""GE"" and service=modbus and port=502 and country=GB and last_seen>2024-07-24",185.241.159.185,-0.9856,50.8567,158.38273744297118,Kentish Flats 2,United Kingdom,51.45,1.079
modbus,"org~""GE"" and service=modbus and port=502 and country=GB and last_seen>2024-07-24",185.241.159.185,-0.9856,50.8567,178.9977081984498,Gunfleet Sands 1,United Kingdom,51.737,1.17
modbus,"org~""GE"" and service=modbus and port=502 and country=GB and last_seen>2024-07-24",185.241.159.185,-0.9856,50.8567,178.0139672151942,Gunfleet Sands 3 Demonstration,United Kingdom,51.7,1.19
modbus,"org~""GE"" and service=modbus and port=502 and country=GB and last_seen>2024-07-24",185.241.159.182,-0.9856,50.8567,158.38273744297118,Kentish Flats 2,United Kingdom,51.45,1.079
modbus,"org~""GE"" and service=modbus and port=502 and country=GB and last_seen>2024-07-24",185.241.159.182,-0.9856,50.8567,178.9977081984498,Gunfleet Sands 1,United Kingdom,51.737,1.17
modbus,"org~""GE"" and service=modbus and port=502 and country=GB and last_seen>2024-07-24",185.241.159.182,-0.9856,50.8567,178.0139672151942,Gunfleet Sands 3 Demonstration,United Kingdom,51.7,1.19
dnp3,"org~""Siemens"" and service=dnp3 and port=20000 and country=DE and last_seen>2024-07-24",46.16.222.96,8.1521,50.1499,373.64428801721425,Eneco Luchterduinen,Netherlands,52.403,4.165
dnp3,"org~""Siemens"" and service=dnp3 and port=20000 and country=DE and last_seen>2024-07-24",46.16.222.96,8.1521,50.1499,374.60527608189005,Windpark Fryslân,Netherlands,53.0,5.26
dnp3,"org~""Siemens"" and service=dnp3 and port=20000 and country=DE and last_seen>2024-07-24",46.16.222.96,8.1521,50.1499,336.78986444433946,Westermeerdijk buitendijks,Netherlands,52.72,5.58
modbus,"(org~""eneco"" or web.html~""eneco"" or banner~""eneco"") and service=modbus and port=502 and country=DE and last_seen>2024-07-24",46.253.255.199,10.0876,52.9857,222.16473549995305,Meerwind Ost,Germany,54.402,7.707
modbus,"(org~""eneco"" or web.html~""eneco"" or banner~""eneco"") and service=modbus and port=502 and country=DE and last_seen>2024-07-24",46.253.255.199,10.0876,52.9857,229.40546576950175,Kaskasi,Germany,54.49,7.7
modbus,"(org~""eneco"" or web.html~""eneco"" or banner~""eneco"") and service=modbus and port=502 and country=DE and last_seen>2024-07-24",46.253.255.199,10.0876,52.9857,222.16473549995305,Meerwind Süd,Germany,54.402,7.707
dnp3,"(org~""siemens"" or web.html~""siemens"" or banner~""siemens"") and service=dnp3 and port=20000 and country=DE and last_seen>2024-07-24",46.16.222.96,8.1521,50.1499,373.64428801721425,Eneco Luchterduinen,Netherlands,52.403,4.165
dnp3,"(org~""siemens"" or web.html~""siemens"" or banner~""siemens"") and service=dnp3 and port=20000 and country=DE and last_seen>2024-07-24",46.16.222.96,8.1521,50.1499,374.60527608189005,Windpark Fryslân,Netherlands,53.0,5.26
dnp3,"(org~""siemens"" or web.html~""siemens"" or banner~""siemens"") and service=dnp3 and port=20000 and country=DE and last_seen>2024-07-24",46.16.222.96,8.1521,50.1499,336.78986444433946,Westermeerdijk buitendijks,Netherlands,52.72,5.58
dnp3,"(org~""siemens"" or web.html~""siemens"" or banner~""siemens"") and service=dnp3 and port=20000 and country=DE and last_seen>2024-07-24",37.82.190.142,11.5755,48.1374,708.1337857629286,Eneco Luchterduinen,Netherlands,52.403,4.165
dnp3,"(org~""siemens"" or web.html~""siemens"" or banner~""siemens"") and service=dnp3 and port=20000 and country=DE and last_seen>2024-07-24",37.82.190.142,11.5755,48.1374,700.3808590970838,Windpark Fryslân,Netherlands,53.0,5.26
dnp3,"(org~""siemens"" or web.html~""siemens"" or banner~""siemens"") and service=dnp3 and port=20000 and country=DE and last_seen>2024-07-24",37.82.190.142,11.5755,48.1374,662.8745932954694,Westermeerdijk buitendijks,Netherlands,52.72,5.58
dnp3,"(org~""siemens"" or web.html~""siemens"" or banner~""siemens"") and service=dnp3 and port=20000 and country=DE and last_seen>2024-07-24",37.81.140.34,10.6873,53.8689,202.9839193852213,Meerwind Ost,Germany,54.402,7.707
dnp3,"(org~""siemens"" or web.html~""siemens"" or banner~""siemens"") and service=dnp3 and port=20000 and country=DE and last_seen>2024-07-24",37.81.140.34,10.6873,53.8689,194.61023333934202,Kriegers Flak,Denmark,55.03,12.94
dnp3,"(org~""siemens"" or web.html~""siemens"" or banner~""siemens"") and service=dnp3 and port=20000 and country=DE and last_seen>2024-07-24",37.81.140.34,10.6873,53.8689,202.9839193852213,Meerwind Süd,Germany,54.402,7.707
ftp,"(org~""Windmw"" or web.html~""Windmw"" or banner~""Windmw"") and service=ftp and port=21 and country=DE and last_seen>2024-07-24",109.71.72.118,8.6842,50.1155,404.3328017108297,Eneco Luchterduinen,Netherlands,52.403,4.165
ftp,"(org~""Windmw"" or web.html~""Windmw"" or banner~""Windmw"") and service=ftp and port=21 and country=DE and last_seen>2024-07-24",109.71.72.118,8.6842,50.1155,398.5419311856454,Windpark Fryslân,Netherlands,53.0,5.26
ftp,"(org~""Windmw"" or web.html~""Windmw"" or banner~""Windmw"") and service=ftp and port=21 and country=DE and last_seen>2024-07-24",109.71.72.118,8.6842,50.1155,360.7738643656069,Westermeerdijk buitendijks,Netherlands,52.72,5.58
ftp,"(org~""Windmw"" or web.html~""Windmw"" or banner~""Windmw"") and service=ftp and port=21 and country=DE and last_seen>2024-07-24",185.88.212.38,8.6842,50.1155,404.3328017108297,Eneco Luchterduinen,Netherlands,52.403,4.165
ftp,"(org~""Windmw"" or web.html~""Windmw"" or banner~""Windmw"") and service=ftp and port=21 and country=DE and last_seen>2024-07-24",185.88.212.38,8.6842,50.1155,398.5419311856454,Windpark Fryslân,Netherlands,53.0,5.26
ftp,"(org~""Windmw"" or web.html~""Windmw"" or banner~""Windmw"") and service=ftp and port=21 and country=DE and last_seen>2024-07-24",185.88.212.38,8.6842,50.1155,360.7738643656069,Westermeerdijk buitendijks,Netherlands,52.72,5.58
ftp,"(org~""crosswind"" or web.html~""crosswind"" or banner~""crosswind"") and service=ftp and port=21 and country=NL and last_seen>2024-07-24",131.180.122.135,4.3556,52.0067,45.94083783280291,Eneco Luchterduinen,Netherlands,52.403,4.165
ftp,"(org~""crosswind"" or web.html~""crosswind"" or banner~""crosswind"") and service=ftp and port=21 and country=NL and last_seen>2024-07-24",131.180.122.135,4.3556,52.0067,73.98460892425477,Hollandse Kust Noord Holland I - II,Netherlands,52.67,4.27
ftp,"(org~""crosswind"" or web.html~""crosswind"" or banner~""crosswind"") and service=ftp and port=21 and country=NL and last_seen>2024-07-24",131.180.122.135,4.3556,52.0067,107.47796059714753,Thorntonbank Part 2,Belgium,51.56,2.97
ftp,"(org~""eneco"" or web.html~""eneco"" or banner~""eneco"") and service=ftp and port=21 and country=NL and last_seen>2024-07-24",217.18.74.175,4.4792,51.9225,57.56709570464558,Eneco Luchterduinen,Netherlands,52.403,4.165
ftp,"(org~""eneco"" or web.html~""eneco"" or banner~""eneco"") and service=ftp and port=21 and country=NL and last_seen>2024-07-24",217.18.74.175,4.4792,51.9225,84.32694066581291,Hollandse Kust Noord Holland I - II,Netherlands,52.67,4.27
ftp,"(org~""eneco"" or web.html~""eneco"" or banner~""eneco"") and service=ftp and port=21 and country=NL and last_seen>2024-07-24",217.18.74.175,4.4792,51.9225,111.4550423889816,Thorntonbank Part 2,Belgium,51.56,2.97
ftp,"(org~""eneco"" or web.html~""eneco"" or banner~""eneco"") and service=ftp and port=21 and country=NL and last_seen>2024-07-24",149.210.161.15,4.6389,51.8442,70.05363852499849,Eneco Luchterduinen,Netherlands,52.403,4.165
ftp,"(org~""eneco"" or web.html~""eneco"" or banner~""eneco"") and service=ftp and port=21 and country=NL and last_seen>2024-07-24",149.210.161.15,4.6389,51.8442,95.19563683926242,Hollandse Kust Noord Holland I - II,Netherlands,52.67,4.27
ftp,"(org~""eneco"" or web.html~""eneco"" or banner~""eneco"") and service=ftp and port=21 and country=NL and last_seen>2024-07-24",149.210.161.15,4.6389,51.8442,116.54069341432727,Westermeerdijk buitendijks,Netherlands,52.72,5.58
ftp,"(org~""eneco"" or web.html~""eneco"" or banner~""eneco"") and service=ftp and port=21 and country=NL and last_seen>2024-07-24",31.186.175.88,5.475,52.5083,24.584278112039907,Westermeerdijk buitendijks,Netherlands,52.72,5.58
ftp,"(org~""eneco"" or web.html~""eneco"" or banner~""eneco"") and service=ftp and port=21 and country=NL and last_seen>2024-07-24",31.186.175.88,5.475,52.5083,83.36350026862681,Hollandse Kust Noord Holland I - II,Netherlands,52.67,4.27
ftp,"(org~""eneco"" or web.html~""eneco"" or banner~""eneco"") and service=ftp and port=21 and country=NL and last_seen>2024-07-24",31.186.175.88,5.475,52.5083,56.556769329549255,Windpark Fryslân,Netherlands,53.0,5.26
