protocol,query,ip,long,lat,distance,windfarm,farm_country,farm_long,farm_lat
ftp,"org~""Power"" and service=ftp and port=21 and country=NL and last_seen>2024-07-24",159.8.253.52,5.475,52.5083,24.584278112039907,Westermeerdijk buitendijks,Netherlands,52.72,5.58
ftp,"org~""Power"" and service=ftp and port=21 and country=NL and last_seen>2024-07-24",188.166.43.81,4.8897,52.374,49.28558252117767,Eneco Luchterduinen,Netherlands,52.403,4.165
ftp,"org~""Power"" and service=ftp and port=21 and country=NL and last_seen>2024-07-24",45.94.31.35,5.475,52.5083,24.584278112039907,Westermeerdijk buitendijks,Netherlands,52.72,5.58
ftp,"org~""Power"" and service=ftp and port=21 and country=NL and last_seen>2024-07-24",81.4.121.40,5.475,52.5083,24.584278112039907,Westermeerdijk buitendijks,Netherlands,52.72,5.58
ftp,"org~""Power"" and service=ftp and port=21 and country=NL and last_seen>2024-07-24",46.17.3.107,5.475,52.5083,24.584278112039907,Westermeerdijk buitendijks,Netherlands,52.72,5.58
ftp,"org~""Power"" and service=ftp and port=21 and country=NL and last_seen>2024-07-24",185.184.121.130,4.8897,52.374,49.28558252117767,Eneco Luchterduinen,Netherlands,52.403,4.165
ftp,"org~""Power"" and service=ftp and port=21 and country=NL and last_seen>2024-07-24",95.211.3.58,4.8897,52.374,49.28558252117767,Eneco Luchterduinen,Netherlands,52.403,4.165
ftp,"org~""Power"" and service=ftp and port=21 and country=NL and last_seen>2024-07-24",185.17.186.188,4.8897,52.374,49.28558252117767,Eneco Luchterduinen,Netherlands,52.403,4.165
ftp,"org~""Power"" and service=ftp and port=21 and country=NL and last_seen>2024-07-24",190.105.195.3,4.8897,52.374,49.28558252117767,Eneco Luchterduinen,Netherlands,52.403,4.165
ftp,"org~""Power"" and service=ftp and port=21 and country=NL and last_seen>2024-07-24",190.105.195.4,4.8897,52.374,49.28558252117767,Eneco Luchterduinen,Netherlands,52.403,4.165
ftp,"org~""Power"" and service=ftp and port=21 and country=NL and last_seen>2024-07-24",83.149.118.89,4.8897,52.374,49.28558252117767,Eneco Luchterduinen,Netherlands,52.403,4.165
ftp,"org~""Power"" and service=ftp and port=21 and country=NL and last_seen>2024-07-24",37.48.95.249,4.8897,52.374,49.28558252117767,Eneco Luchterduinen,Netherlands,52.403,4.165
ftp,"org~""Power"" and service=ftp and port=21 and country=NL and last_seen>2024-07-24",37.48.111.240,4.8897,52.374,49.28558252117767,Eneco Luchterduinen,Netherlands,52.403,4.165
ftp,"org~""Power"" and service=ftp and port=21 and country=NL and last_seen>2024-07-24",5.79.112.250,4.8897,52.374,49.28558252117767,Eneco Luchterduinen,Netherlands,52.403,4.165
ftp,"org~""Power"" and service=ftp and port=21 and country=NL and last_seen>2024-07-24",37.48.95.248,4.8897,52.374,49.28558252117767,Eneco Luchterduinen,Netherlands,52.403,4.165
